capture_sec,capture_nanosec,base_in_age_ms,base_compute_ms,true_e2e_ms,output_period_ms,target_valid
1785989054,252052246,151.853,5.912,,,0
1785989054,318583252,131.71,0.707,,41.183,0
1785989054,385164551,3079.259,5.099,3084.329,3018.519,1
1785989056,685654053,798.277,0.858,799.1,15.267,1
1785989056,752339844,736.156,1.049,737.174,4.755,1
1785989056,785682373,708.548,0.99,709.519,5.681,1
1785989056,885708984,616.789,0.896,617.661,8.178,1
1785989056,919050781,590.688,0.651,591.314,6.997,1
1785989057,19075684,500.896,0.933,501.812,10.513,1
1785989057,85758057,443.108,0.824,443.913,8.788,1
1785989057,185780273,350.682,1.107,351.794,7.875,1
1785989057,219120605,329.188,0.575,329.736,11.318,1
1785989057,319141113,234.77,0.751,235.498,5.78,1
1785989057,352481201,208.708,1.114,209.787,7.63,1
1785989057,419200195,151.103,0.615,151.698,8.627,1
1785989057,485920410,146.457,0.8,147.239,62.251,1
1785989057,552641846,137.163,0.783,137.967,57.418,1
1785989057,619364502,113.18,0.675,113.831,42.633,1
1785989057,686088135,113.289,2.746,116.033,68.896,1
1785989057,752812744,101.106,0.703,101.783,52.505,1
1785989057,852902100,93.169,0.676,93.804,92.11,1
1785989057,919629639,94.28,0.685,94.941,67.865,1
1785989057,986358398,98.926,0.576,99.479,71.265,1
1785989058,53088135,111.95,0.926,112.86,80.094,1
1785989058,86453613,137.289,0.687,137.952,58.473,1
1785989058,153185059,115.651,0.646,116.273,45.054,1
1785989058,186551270,135.797,0.98,136.761,53.843,1
1785989058,286651611,97.996,0.772,98.749,62.095,1
1785989058,353386230,95.233,0.573,95.779,63.77,1
1785989058,420087402,94.806,0.642,95.424,66.345,1
1785989058,486788086,95.868,0.538,96.397,67.663,1
1785989058,553488281,95.028,0.61,95.615,65.93,1
1785989058,620188232,97.015,0.626,97.615,68.699,1
1785989058,686887939,94.768,0.648,95.394,64.48,1
1785989058,753587158,96.87,0.543,97.391,68.696,1
1785989058,820286133,94.157,0.624,94.757,64.065,1
1785989058,886984863,95.45,0.622,96.049,67.989,1
1785989058,953682861,96.485,0.573,97.033,67.684,1
1785989059,20380859,104.849,0.669,105.456,75.116,1
1785989059,53729736,149.43,0.718,150.127,78.021,1
1785989059,120427002,130.216,0.607,130.797,47.371,1
1785989059,187124023,133.103,1.287,134.348,70.238,1
1785989059,220472412,129.64,0.66,130.275,29.285,1
1785989059,320517090,95.251,0.582,95.811,65.581,1
1785989059,387209229,102.253,1.17,103.397,74.264,1
1785989059,420553223,128.994,0.712,129.682,59.642,1
1785989059,487240723,104.599,0.791,105.364,42.369,1
1785989059,553927979,111.873,0.975,112.826,74.139,1
1785989059,620614502,98.376,0.632,98.983,52.856,1
1785989059,687300537,96.822,0.574,97.374,65.075,1
1785989059,753986084,95.362,0.646,95.983,65.296,1
1785989059,820671143,94.85,0.601,95.428,66.129,1
1785989059,887355713,94.493,0.669,95.137,66.394,1
1785989059,954039795,95.198,0.619,95.793,67.34,1
1785989060,20723389,144.207,0.763,144.945,115.834,1
1785989060,54064941,177.54,0.925,178.448,66.837,1
1785989060,154088867,152.289,2.47,154.738,76.31,1
1785989060,220770996,135.588,0.99,136.55,48.497,1
1785989060,287452393,127.006,0.821,127.806,57.945,1
1785989060,320792969,135.6,0.636,136.276,41.748,1
1785989060,387479004,114.922,0.626,115.527,46.0,1
1785989060,420823975,154.636,0.648,155.259,73.079,1
1785989060,487513916,138.836,1.291,140.125,51.527,1
1785989060,554203369,118.347,0.892,119.223,45.804,1
1785989060,587547852,139.828,1.035,140.856,54.973,1
1785989060,654236572,128.332,0.757,129.064,54.913,1
1785989060,720925049,104.693,0.765,105.432,43.051,1
1785989060,787612793,98.668,0.567,99.213,60.474,1
1785989060,854300293,97.615,0.648,98.239,65.713,1
1785989060,920987305,94.098,0.614,94.687,63.135,1
1785989060,987673828,99.181,0.732,99.891,71.886,1
