node,frames_arrived,frames_overwritten_dropped,frames_gate_skipped,frames_processed,process_rate_of_arrived,frames_empty_out,empty_rate_of_processed,worker_restart_count,worker_timeout_count,worker_slow_count
vitis_ai_detector,16298,1225,5757,9315,0.5715,0,0.0,0,0,0
