capture_sec,capture_nanosec,target3d_in_age_ms,target3d_compute_ms,target3d_out_age_ms,depth_vs_color_skew_ms,depth_valid
1785490478,845581299,96.427,2.466,98.613,27.175,1
1785490478,945588379,112.747,5.662,117.517,60.425,1
1785490478,978923584,133.91,2.512,136.298,93.717,1
1785490479,45593750,134.517,7.182,141.561,93.674,1
1785490479,112263184,131.421,2.629,133.935,93.63,1
1785490479,178931885,117.785,3.836,121.503,93.587,1
1785490479,212265869,147.966,2.144,150.01,60.253,1
1785490479,278933594,134.302,2.399,136.569,-6.415,1
1785490479,345600342,126.253,3.742,129.869,60.167,1
1785490479,412266602,115.13,3.335,118.218,60.124,1
1785490479,478932129,110.356,8.049,118.255,-6.542,1
1785490479,512264648,140.3,7.177,147.337,93.37,1
1785490479,545596924,158.742,2.628,161.171,126.658,1
1785490479,645592529,136.109,2.994,138.979,93.308,1
1785490479,712270264,139.427,3.389,142.237,93.274,1
1785490479,778957275,122.597,3.72,126.188,93.231,1
1785490479,845644043,98.702,3.045,101.599,26.545,1
1785490479,912330322,110.897,6.025,116.799,26.502,1
1785490479,979016357,98.307,10.135,108.272,26.459,1
1785490480,12359375,120.378,2.738,122.999,59.759,1
1785490480,79044922,119.3,2.309,121.496,59.717,1
1785490480,145730225,101.96,4.129,105.692,59.674,1
1785490480,179072754,124.043,3.981,127.899,92.974,1
1785490480,245757568,105.781,3.445,109.042,26.289,1
1785490480,279099854,124.231,3.165,127.264,59.588,1
1785490480,345784180,110.708,4.392,114.973,59.546,1
1785490480,379126221,126.757,2.467,129.087,92.845,1
1785490480,445810059,102.926,4.708,107.361,26.161,1
1785490480,479151855,133.595,3.396,136.855,59.46,1
1785490480,545835205,124.418,2.174,126.485,59.417,1
1785490480,612518311,116.881,6.075,122.827,59.375,1
1785490480,645859863,142.67,6.774,149.317,92.661,1
1785490480,712534424,126.839,3.714,130.291,92.612,1
1785490480,779203369,120.027,2.532,122.436,92.569,1
1785490480,845871582,99.063,3.615,102.547,25.901,1
1785490480,879205322,128.155,3.302,130.643,59.191,1
1785490480,945872314,126.62,3.416,129.903,59.148,1
1785490481,12538330,109.82,3.853,113.524,59.105,1
1785490481,45871094,127.167,2.473,129.508,92.395,1
1785490481,112536133,130.798,2.614,133.106,92.35,1
1785490481,179200195,101.994,2.546,104.35,25.686,1
1785490481,245863525,97.81,2.14,99.841,25.644,1
1785490481,312526123,94.994,2.129,97.018,25.601,1
1785490481,379187744,94.322,2.4,96.611,25.559,1
1785490481,445848877,92.007,2.626,94.506,25.515,1
1785490481,512508789,94.453,2.426,96.768,25.473,1
1785490481,579168213,95.243,2.395,97.469,25.43,1
1785490481,645826660,90.324,2.369,92.581,-41.229,1
1785490481,712573242,92.633,2.467,94.99,25.409,1
1785490481,779400635,93.859,2.357,96.106,25.367,1
1785490481,846229492,89.309,2.176,91.381,-41.462,1
1785490481,913059570,94.037,4.57,98.413,25.283,1
1785490481,979890625,92.285,2.35,94.529,-41.548,1
1785490482,46723145,91.808,3.768,95.416,25.198,1
1785490482,113556641,95.934,2.576,98.296,25.157,1
1785490482,180391602,90.545,2.374,92.75,-41.678,1
1785490482,247227539,92.918,2.247,95.047,25.073,1
1785490482,314064697,90.587,2.134,92.615,25.03,1
1785490482,380903320,88.621,2.069,90.584,24.989,1
1785490482,447742920,91.661,2.13,93.686,24.946,1
1785490482,514583984,92.146,2.11,94.148,24.904,1
1785490482,548004883,109.293,2.799,111.868,-8.517,1
1785490482,614847412,107.74,2.013,109.652,58.242,1
1785490482,648269287,135.492,2.241,137.624,91.52,1
1785490482,715049316,131.652,2.842,134.375,91.441,1
1785490482,781792480,122.688,3.257,125.822,91.4,1
1785490482,848536865,119.547,2.141,121.569,24.655,1
1785490482,915282471,100.686,5.651,106.187,-42.09,1
1785490482,948655762,124.259,2.632,126.782,57.945,1
1785490483,15403320,119.902,2.457,122.175,57.904,1
1785490483,82151855,110.066,6.679,116.584,57.862,1
1785490483,115526611,127.617,6.853,134.309,91.196,1
