capture_sec,capture_nanosec,target3d_in_age_ms,target3d_compute_ms,target3d_out_age_ms,depth_vs_color_skew_ms,skew_if_latest_ms,depth_valid
1785989394,506574707,169.375,1.185,170.35,,99.949,0
1785989394,606523438,141.733,0.775,142.381,,66.629,0
1785989394,673152832,133.056,2830.673,2963.61,0.0,66.626,1
1785989396,872921387,777.656,3.816,781.336,-2133.142,-2133.142,1
1785989396,972940918,691.222,2.605,693.695,633.55,633.55,1
1785989397,6280273,664.262,13.753,677.898,600.211,600.211,1
1785989397,106298096,582.637,2.76,585.279,500.193,500.193,1
1785989397,172976074,524.794,2.4,527.076,433.515,466.862,1
1785989397,206323730,497.915,3.048,500.709,400.167,433.514,1
1785989397,273019043,438.675,5.011,443.458,333.472,366.819,1
1785989397,339713867,389.599,2.524,392.012,266.777,300.124,1
1785989397,406408691,347.03,6.866,353.768,200.083,266.776,1
1785989397,473103027,292.143,4.321,296.357,133.388,200.082,1
1785989397,539797363,232.44,2.937,235.159,66.694,133.387,1
1785989397,573144287,210.015,3.218,213.116,33.347,133.387,1
1785989397,673184814,128.658,2.51,131.062,0.0,66.693,1
1785989397,706531494,141.061,7.094,148.021,0.0,66.693,1
1785989397,773224854,129.298,2.922,132.096,0.0,66.693,1
1785989397,839917969,103.452,4.423,107.718,0.0,33.346,1
1785989397,873264404,128.46,2.232,130.584,0.0,66.693,1
1785989397,939957031,101.536,3.521,104.915,0.0,33.346,1
1785989397,973303223,133.119,5.071,137.788,0.0,66.692,1
1785989398,39995605,107.67,5.11,112.622,0.0,33.346,1
1785989398,73341553,137.892,2.706,140.412,0.0,66.692,1
1785989398,140033447,127.232,2.96,129.967,0.0,66.732,1
1785989398,206765137,123.592,3.754,126.941,0.0,66.773,1
1785989398,273538330,120.119,3.046,123.057,0.0,66.775,1
1785989398,306925781,159.603,3.171,162.646,0.0,100.166,1
1785989398,373702393,144.973,3.035,147.862,0.0,66.779,1
1785989398,440481201,131.835,6.329,138.021,0.0,66.781,1
1785989398,507262451,123.107,2.584,125.555,0.0,66.783,1
1785989398,574045898,119.39,2.267,121.551,0.0,66.786,1
1785989398,640831787,105.264,3.9,108.991,0.0,33.394,1
1785989398,674225586,124.205,2.664,126.742,0.0,33.394,1
1785989398,741014648,100.374,2.821,103.077,-33.395,33.396,1
1785989398,807806396,95.356,2.891,98.019,0.0,33.396,1
1785989398,841202881,104.892,3.416,108.146,0.0,33.397,1
1785989398,874600098,124.888,2.179,126.964,0.0,66.796,1
1785989398,941396240,132.921,12.586,145.368,0.0,66.799,1
1785989399,8194824,127.484,2.578,129.928,0.0,66.801,1
1785989399,74995361,114.67,3.628,118.175,0.0,33.401,1
1785989399,141798584,93.41,4.549,97.834,0.0,33.401,1
1785989399,175199707,106.25,3.78,109.885,0.0,33.349,1
1785989399,208548828,127.229,2.758,129.862,0.0,66.698,1
1785989399,275246582,103.401,10.522,113.75,0.0,33.349,1
1785989399,308595459,126.416,2.239,128.555,0.0,66.697,1
1785989399,375292725,126.608,2.115,128.622,0.0,66.697,1
1785989399,441989746,111.103,7.46,118.438,0.0,33.348,1
1785989399,475338135,127.622,2.321,129.828,0.0,66.697,1
1785989399,542034668,119.612,2.185,121.695,0.0,33.348,1
1785989399,608730957,98.448,3.82,102.121,-33.348,33.348,1
1785989399,642079102,127.595,2.414,129.882,0.0,66.696,1
1785989399,708774658,114.02,2.9,116.73,0.0,33.348,1
1785989399,742122559,135.555,11.107,146.531,0.0,66.695,1
1785989399,808817871,115.641,4.089,119.605,0.0,33.347,1
1785989399,875512695,101.76,3.73,105.351,0.0,33.347,1
1785989399,908860107,121.7,3.017,124.579,0.0,66.694,1
1785989399,975554443,110.868,8.742,118.105,0.0,33.347,1
