wall_time_s,tick,cpu_cores_camera,majflt_camera,last_cpu_camera,rss_kb_camera,swap_kb_camera,nonvol_ctxt_camera,cpu_cores_detector,majflt_detector,last_cpu_detector,rss_kb_detector,swap_kb_detector,nonvol_ctxt_detector,cpu_cores_worker,rss_kb_worker,cpu_cores_pick_logic,majflt_pick_logic,last_cpu_pick_logic,rss_kb_pick_logic,swap_kb_pick_logic,nonvol_ctxt_pick_logic,cpu_cores_target_3d,majflt_target_3d,last_cpu_target_3d,rss_kb_target_3d,swap_kb_target_3d,nonvol_ctxt_target_3d,cpu_cores_target_base,majflt_target_base,last_cpu_target_base,rss_kb_target_base,swap_kb_target_base,nonvol_ctxt_target_base,cpu_cores_static_tf,majflt_static_tf,last_cpu_static_tf,rss_kb_static_tf,swap_kb_static_tf,nonvol_ctxt_static_tf,sys_cpu_pct_total,sys_cpu_pct_cpu0,sys_cpu_pct_cpu1,sys_cpu_pct_cpu2,sys_cpu_pct_cpu3,mem_available_kb,swap_free_kb,cma_free_kb,ams_in10_input,ams_in11_input,ams_in12_input,ams_in13_input,ams_in14_input,ams_in15_input,ams_in16_input,ams_in17_input,ams_in18_input,ams_in19_input,ams_in1_input,ams_in20_input,ams_in21_input,ams_in22_input,ams_in23_input,ams_in24_input,ams_in25_input,ams_in26_input,ams_in27_input,ams_in2_input,ams_in3_input,ams_in4_input,ams_in5_input,ams_in6_input,ams_in7_input,ams_in8_input,ams_in9_input,ams_temp1_input,ams_temp2_input,ams_temp3_input,pwmfan_pwm1,ina260_u14_curr1_input,ina260_u14_in1_input,ina260_u14_power1_input,worker_restart_count,pss_kb_camera,pss_kb_detector,pss_kb_pick_logic,pss_kb_target_3d,pss_kb_target_base,pss_kb_static_tf,majflt_worker,last_cpu_worker,swap_kb_worker,nonvol_ctxt_worker,pss_kb_worker
1785989382.236,1,0.7365,7,1,64648,0,1734,0.5275,32,0,44932,0,899,,,0.5275,0,2,27116,0,1564,0.7066,5,1,24896,0,1102,0.5673,0,2,20408,0,1028,0.0,0,0,36876,0,380,0.7432,0.9917,0.9748,1.0,0.0,2177032,29359100,131960,1794,1198,1782,1783,1782,1783,854,1794,596,717,1199,1801,1250,0,858,843,840,1797,599,0,715,856,1795,1791,840,841,831,32531,30977,32189,15,1192,5016,5980000,0,,,,,,,,,,,
1785989383.374,2,0.0389,0,1,65872,0,1734,0.6124,0,1,44932,0,1601,,,0.4861,0,0,50676,0,1838,0.5541,0,0,46072,0,2179,0.4374,0,2,32972,0,1373,0.0194,0,0,37108,0,380,0.7495,1.0,1.0,1.0,0.0,2121528,29359100,133000,1793,1195,1782,1783,1782,1783,855,1794,596,715,1195,1803,1250,0,857,843,840,1797,600,0,714,856,1795,1790,838,841,841,32360,30930,31521,15,1213,5016,6120000,0,,,,,,,,,,,
1785989384.249,3,0.0512,0,1,66104,0,1734,0.44,0,1,47924,0,2721,,,0.2763,0,2,55952,0,2084,0.3479,0,1,46708,0,2636,0.2456,0,2,45616,0,1534,0.0,0,0,37208,0,380,0.7522,1.0,1.0,1.0,0.0,2109504,29359100,133076,1793,1196,1783,1783,1784,1784,856,1799,597,715,1194,1802,1251,0,858,842,843,1800,600,0,716,856,1795,1793,842,841,838,32733,34163,30961,15,1217,5016,6100000,0,,,,,,,,,,,
1785989385.281,4,0.039,0,1,66104,0,1734,0.3513,0,0,47924,0,3043,,,0.2635,0,1,57588,0,2708,0.3318,0,1,47236,0,3572,0.2732,0,1,46156,0,2153,0.0293,0,2,37208,0,387,0.7482,1.0,1.0,1.0,0.0,2101704,29359100,133076,1794,1196,1782,1782,1781,1783,855,1797,598,718,1196,1799,1251,0,858,845,841,1798,600,0,715,857,1794,1790,841,840,842,32096,32003,31801,15,1190,5016,5970000,0,,,,,,,,,,,
1785989386.195,5,0.0408,0,1,66380,0,1742,0.6126,0,1,55064,0,3956,,,0.2246,0,1,58176,0,3224,0.5105,0,1,72280,0,4883,0.6432,0,0,48072,0,2749,0.0,0,2,37208,0,387,0.7268,0.9368,0.9895,0.9684,0.0,2081500,29359100,133080,1792,1198,1781,1781,1781,1783,855,1797,597,716,1201,1804,1251,1,859,844,843,1797,600,0,714,858,1796,1791,840,841,838,32795,32640,31023,15,1206,5016,6040000,0,46780,40728,41554,52005,30158,26271,,,,,
1785989387.117,6,0.0102,0,1,66380,0,1742,0.8324,0,1,66744,0,5113,,,0.0203,0,1,58428,0,3224,0.3248,0,2,74252,0,5512,0.8425,0,0,74496,0,3722,0.0102,0,2,37376,0,387,0.6563,1.0,1.0,0.6207,0.0,2053036,29359100,131220,1794,1200,1783,1783,1783,1784,853,1794,597,717,1195,1800,1251,0,860,845,843,1800,599,0,715,857,1795,1792,842,841,840,32578,32313,31738,15,1216,5016,6100000,0,,,,,,,,,,,
1785989388.147,7,0.0,0,1,66380,0,1742,1.0667,5,1,115580,0,6393,,,0.0,0,1,58428,0,3224,0.0096,0,2,74252,0,5515,0.1922,0,0,74932,0,3893,0.0192,0,2,37520,0,387,0.4212,0.44,0.9806,0.26,0.0,2053004,29359100,122088,1793,1200,1782,1782,1781,1782,854,1794,597,717,1195,1801,1251,0,859,842,842,1797,600,0,715,856,1796,1793,840,841,839,32003,31567,31847,15,1141,5016,5730000,0,,,,,,,,,,,
1785989389.136,8,0.3984,0,0,81988,0,1936,0.95,0,1,131228,0,7867,,,0.0204,0,1,58428,0,3224,0.143,0,0,83560,0,5791,0.0409,0,0,75044,0,3953,0.0511,0,0,37520,0,509,0.5064,0.5263,1.0,0.4948,0.0,2018624,29359100,116384,1793,1192,1782,1782,1782,1783,855,1798,597,717,1195,1802,1251,0,858,842,837,1801,600,0,714,857,1799,1793,841,841,839,32018,31645,32018,15,1132,5015,5680000,0,,,,,,,,,,,
1785989390.118,9,0.2222,0,0,88316,0,1936,0.8282,0,1,157096,0,8954,,7600,0.0101,0,1,58644,0,3224,0.2929,0,0,95652,0,6533,0.0202,0,0,75296,0,3953,0.0101,0,0,37520,0,509,0.4793,0.5435,0.8673,0.5208,0.0,1975220,29359100,94932,1794,1198,1782,1782,1782,1783,856,1796,597,719,1197,1800,1250,0,859,844,842,1799,600,0,714,856,1797,1793,842,841,843,31661,32391,30402,15,1152,5016,5780000,0,,,,,,,,2,0,155,
1785989391.158,10,0.2421,0,0,88316,0,1936,0.029,0,1,157336,0,8954,0.9974,44220,0.0097,0,1,58644,0,3224,0.213,0,0,98888,0,6837,0.0097,0,0,75428,0,3953,0.0194,0,0,37688,0,509,0.4725,0.3738,0.5093,1.0,0.0,1964172,29359100,89972,1794,1200,1783,1784,1784,1784,856,1794,597,715,1198,1799,1252,0,857,842,835,1800,600,0,714,855,1794,1790,842,841,838,31132,31225,31132,15,1237,5015,6220000,0,61930,111954,41120,76460,53165,26046,0,2,0,674,22548
